,date,ML,Low_90,High_90
Sicilia,2021-08-12,1.06,0.74,11.55
Sicilia,2021-08-13,1.08,0.84,11.65
Sicilia,2021-08-14,1.11,0.89,11.700000000000001
Sicilia,2021-08-15,1.08,0.87,11.68
Sicilia,2021-08-16,1.09,0.87,11.68
Sicilia,2021-08-17,1.06,0.85,11.66
Sicilia,2021-08-18,1.06,0.85,11.66
Sicilia,2021-08-19,1.08,0.86,11.67
Sicilia,2021-08-20,1.12,0.89,11.700000000000001
Sicilia,2021-08-21,1.1400000000000001,0.91,11.72
Sicilia,2021-08-22,1.1500000000000001,0.93,11.74
Sicilia,2021-08-23,1.1500000000000001,0.8300000000000001,11.64
Sicilia,2021-08-24,1.1400000000000001,0.68,11.49
Sicilia,2021-08-25,1.16,0.49,11.3
Sicilia,2021-08-26,1.17,0.43,11.24
Sicilia,2021-08-27,1.17,0.44,11.25
Sicilia,2021-08-28,0.66,0.43,11.24
Sicilia,2021-08-29,0.68,0.43,11.24
Sicilia,2021-08-30,0.66,0.31,11.120000000000001
Sicilia,2021-08-31,0.66,0.26,11.07
Sicilia,2021-09-01,0.66,0.25,11.06
Sicilia,2021-09-02,0.64,0.24,11.05
Sicilia,2021-09-03,0.44,0.13,10.94
Sicilia,2021-09-04,0.61,0.01,10.81
Sicilia,2021-09-05,0.27,0.04,10.84
Sicilia,2021-09-06,0.72,0.07,10.870000000000001
Sicilia,2021-09-07,0.2,0.05,10.85
Sicilia,2021-09-08,0.17,0.04,10.84
Sicilia,2021-09-09,0.0,0.03,10.83
Sicilia,2021-09-10,0.12,0.04,10.84
Sicilia,2021-09-11,0.12,0.04,10.84
Sicilia,2021-09-12,0.12,0.04,10.84
Sicilia,2021-09-13,0.04,0.01,10.81
Sicilia,2021-09-14,0.04,0.19,11.0
Sicilia,2021-09-15,0.04,0.12,10.93
Sicilia,2021-09-16,0.01,0.06,10.870000000000001
Sicilia,2021-09-17,3.48,1.2,12.0
Sicilia,2021-09-18,2.94,1.2,12.0
Sicilia,2021-09-19,2.91,0.78,11.57
Sicilia,2021-09-20,2.91,0.01,10.790000000000001
Sicilia,2021-09-21,2.91,0.02,10.8
Sicilia,2021-09-22,0.0,0.02,10.8
Sicilia,2021-09-23,0.0,0.02,10.8
Sicilia,2021-09-24,0.0,0.02,10.8
Sicilia,2021-09-25,0.0,0.02,10.8
Sicilia,2021-09-26,0.0,0.02,10.8
Sicilia,2021-09-27,0.0,0.01,10.8
Sicilia,2021-09-28,0.0,0.04,10.84
Sicilia,2021-09-29,0.0,0.08,10.89
Sicilia,2021-09-30,0.0,0.04,10.85
Sicilia,2021-10-01,0.0,0.08,10.89
Sicilia,2021-10-02,0.0,1.19,12.0
Sicilia,2021-10-03,1.26,1.19,12.0
Sicilia,2021-10-04,1.26,1.19,12.0
Sicilia,2021-10-05,1.26,1.19,12.0
Sicilia,2021-10-06,1.26,1.19,12.0
Sicilia,2021-10-07,1.26,1.19,12.0
Sicilia,2021-10-08,1.26,1.19,12.0
Sicilia,2021-10-09,1.26,1.19,12.0
Sicilia,2021-10-10,1.26,1.19,12.0
Sicilia,2021-10-11,1.26,1.19,12.0
Sicilia,2021-10-12,1.26,1.19,12.0
Sicilia,2021-10-13,1.26,1.19,12.0
Sicilia,2021-10-14,1.26,1.19,12.0
Sicilia,2021-10-15,1.26,1.19,12.0
Sicilia,2021-10-16,1.26,1.19,12.0
Sicilia,2021-10-17,1.26,1.19,12.0
Sicilia,2021-10-18,1.26,1.19,12.0
Sicilia,2021-10-19,1.26,1.19,12.0
Sicilia,2021-10-20,3.77,0.0,10.63
Sicilia,2021-10-21,3.89,0.0,10.59
Sicilia,2021-10-22,6.5200000000000005,0.01,10.59
Sicilia,2021-10-23,3.37,0.06,10.64
Sicilia,2021-10-24,3.35,0.02,10.59
Sicilia,2021-10-25,3.35,0.05,10.620000000000001
Sicilia,2021-10-26,3.35,0.01,10.57
Sicilia,2021-10-27,3.35,0.02,10.58
Sicilia,2021-10-28,3.35,0.02,10.58
Sicilia,2021-10-29,3.35,0.0,10.55
Sicilia,2021-10-30,6.97,0.05,10.790000000000001
Sicilia,2021-10-31,0.2,0.03,10.8
Sicilia,2021-11-01,1.67,0.06,10.84
Sicilia,2021-11-02,1.53,0.06,10.84
Sicilia,2021-11-03,1.37,0.05,10.83
Sicilia,2021-11-04,0.9,0.06,10.84
Sicilia,2021-11-05,1.1400000000000001,0.05,10.83
Sicilia,2021-11-06,1.77,0.07,10.85
Sicilia,2021-11-07,1.85,0.13,10.91
Sicilia,2021-11-08,1.72,0.31,11.09
Sicilia,2021-11-09,1.36,0.16,10.94
Sicilia,2021-11-10,1.07,0.24,11.03
Sicilia,2021-11-11,0.89,0.09,10.88
Sicilia,2021-11-12,0.7000000000000001,0.03,10.82
Sicilia,2021-11-13,0.91,0.03,10.82
Sicilia,2021-11-14,1.41,0.02,10.81
Sicilia,2021-11-15,1.24,0.02,10.81
Sicilia,2021-11-16,1.26,0.03,10.82
Sicilia,2021-11-17,1.19,0.04,10.83
Sicilia,2021-11-18,1.16,0.05,10.84
Sicilia,2021-11-19,1.23,0.06,10.85
Sicilia,2021-11-20,1.27,0.08,10.870000000000001
Sicilia,2021-11-21,1.29,0.18,10.97
Sicilia,2021-11-22,1.26,0.56,11.35
Sicilia,2021-11-23,1.28,0.37,11.16
Sicilia,2021-11-24,1.26,0.22,11.01
Sicilia,2021-11-25,1.25,0.19,10.98
Sicilia,2021-11-26,1.22,0.17,10.96
Sicilia,2021-11-27,1.29,0.13,10.92
Sicilia,2021-11-28,1.37,0.08,10.870000000000001
Sicilia,2021-11-29,1.21,0.03,10.82
Sicilia,2021-11-30,0.92,0.0,10.790000000000001
Sicilia,2021-12-01,0.85,0.18,10.98
Sicilia,2021-12-02,0.67,0.15,10.950000000000001
Sicilia,2021-12-03,0.84,0.16,10.96
Sicilia,2021-12-04,0.99,0.18,10.98
Sicilia,2021-12-05,1.48,0.18,10.98
Sicilia,2021-12-06,1.6,0.16,10.96
Sicilia,2021-12-07,1.47,0.15,10.950000000000001
Sicilia,2021-12-08,1.3,0.14,10.94
Sicilia,2021-12-09,1.36,0.13,10.93
Sicilia,2021-12-10,1.3800000000000001,0.12,10.92
Sicilia,2021-12-11,1.36,0.27,11.07
Sicilia,2021-12-12,1.36,0.89,11.69
Sicilia,2021-12-13,1.35,0.89,11.69
Sicilia,2021-12-14,1.34,0.85,11.65
Sicilia,2021-12-15,1.34,0.8,11.6
Sicilia,2021-12-16,1.33,0.7000000000000001,11.5
Sicilia,2021-12-17,1.31,1.03,11.84
Sicilia,2021-12-18,1.31,1.04,11.85
Sicilia,2021-12-19,1.31,0.96,11.77
Sicilia,2021-12-20,1.27,0.91,11.72
Sicilia,2021-12-21,1.29,0.91,11.72
Sicilia,2021-12-22,1.25,0.9,11.71
Sicilia,2021-12-23,1.3,0.91,11.72
Sicilia,2021-12-24,1.26,0.9,11.71
Sicilia,2021-12-25,1.19,0.88,11.69
Sicilia,2021-12-26,1.1300000000000001,0.87,11.68
Sicilia,2021-12-27,1.53,0.86,11.67
Sicilia,2021-12-28,1.49,0.86,11.67
Sicilia,2021-12-29,1.46,1.08,11.89
Sicilia,2021-12-30,1.43,1.19,12.0
Toscana,2021-01-01,2.0,0.5,5.54
Toscana,2021-01-02,2.0,0.48,5.5200000000000005
Toscana,2021-01-03,2.0,0.46,5.5
Toscana,2021-01-04,2.0,0.48,5.53
Toscana,2021-01-05,2.0,0.46,5.51
Toscana,2021-01-06,2.0,0.45,5.5
Toscana,2021-01-07,1.87,0.44,5.45
Toscana,2021-01-08,1.78,0.39,5.37
Toscana,2021-01-09,1.69,0.36,5.3100000000000005
Toscana,2021-01-10,1.78,0.41000000000000003,5.26
Toscana,2021-01-11,0.0,0.0,10.66
Toscana,2021-01-12,0.0,0.0,10.63
Toscana,2021-01-13,0.0,0.0,10.61
Toscana,2021-01-14,0.91,0.0,10.59
Toscana,2021-01-15,1.41,0.0,10.58
Toscana,2021-01-16,1.41,0.0,10.56
Toscana,2021-01-17,1.44,0.01,10.59
Toscana,2021-01-18,1.54,0.02,10.61
Toscana,2021-01-19,1.54,0.01,10.61
Toscana,2021-01-20,1.37,0.03,10.67
Toscana,2021-01-21,1.37,0.02,10.68
Toscana,2021-01-22,1.33,0.01,10.68
Toscana,2021-01-23,1.34,0.0,10.68
Toscana,2021-01-24,1.34,0.01,10.700000000000001
Toscana,2021-01-25,1.36,0.01,10.71
Toscana,2021-01-26,1.3900000000000001,0.0,10.71
Toscana,2021-01-27,1.57,0.0,10.72
Toscana,2021-01-28,1.67,0.0,10.73
Toscana,2021-01-29,1.67,0.04,10.78
Toscana,2021-01-30,1.71,0.19,10.94
Toscana,2021-01-31,1.71,0.11,10.870000000000001
Toscana,2021-02-01,1.76,0.14,10.91
Toscana,2021-02-02,1.69,0.04,10.81
Toscana,2021-02-03,1.85,0.15,10.93
Toscana,2021-02-04,1.84,0.04,10.82
Toscana,2021-02-05,1.72,0.19,10.98
Toscana,2021-02-06,1.6500000000000001,0.15,10.94
Toscana,2021-02-07,0.68,0.12,10.91
Toscana,2021-02-08,0.68,0.1,10.89
Toscana,2021-02-09,0.72,0.1,10.89
Toscana,2021-02-10,0.78,0.14,10.93
Toscana,2021-02-11,1.56,0.14,10.93
Toscana,2021-02-12,1.4000000000000001,0.42,11.22
Toscana,2021-02-13,0.9,0.4,11.200000000000001
Toscana,2021-02-14,0.86,0.26,11.06
Toscana,2021-02-15,0.78,0.19,10.99
Toscana,2021-02-16,0.8200000000000001,0.19,10.99
Toscana,2021-02-17,0.96,0.22,11.02
Toscana,2021-02-18,1.11,0.21,11.01
Toscana,2021-02-19,1.33,0.2,11.0
Toscana,2021-02-20,1.43,0.18,10.98
Toscana,2021-02-21,1.1,0.16,10.96
Toscana,2021-02-22,1.05,0.15,10.950000000000001
Toscana,2021-02-23,1.1300000000000001,0.13,10.93
Toscana,2021-02-24,1.1500000000000001,0.18,10.98
Toscana,2021-02-25,1.19,0.7000000000000001,11.5
Toscana,2021-02-26,1.2,0.77,11.57
Toscana,2021-02-27,1.16,0.53,11.33
Toscana,2021-02-28,1.1500000000000001,0.85,11.66
Toscana,2021-03-01,1.1500000000000001,0.68,11.49
Toscana,2021-03-02,1.1400000000000001,0.58,11.39
Toscana,2021-03-03,1.09,0.58,11.39
Toscana,2021-03-04,1.1300000000000001,0.58,11.39
Toscana,2021-03-05,1.16,0.58,11.39
Toscana,2021-03-06,1.1300000000000001,0.58,11.39
Toscana,2021-03-07,1.03,0.5700000000000001,11.38
Toscana,2021-03-08,0.89,0.54,11.35
Toscana,2021-03-09,0.75,0.48,11.290000000000001
Toscana,2021-03-10,0.72,0.04,10.84
Toscana,2021-03-11,0.8300000000000001,0.15,10.950000000000001
Toscana,2021-03-12,0.98,0.19,10.99
Toscana,2021-03-13,1.09,0.2,11.0
Toscana,2021-03-14,0.87,0.22,11.02
Toscana,2021-03-15,0.78,0.22,11.02
Toscana,2021-03-16,0.73,0.2,11.0
Toscana,2021-03-17,0.6900000000000001,0.22,11.02
Toscana,2021-03-18,0.72,0.24,11.040000000000001
Toscana,2021-03-19,0.76,0.28,11.08
Toscana,2021-03-20,0.88,0.29,11.09
Toscana,2021-03-21,0.77,0.29,11.09
Toscana,2021-03-22,0.71,0.17,10.97
Toscana,2021-03-23,0.67,0.16,10.96
Toscana,2021-03-24,0.63,0.15,10.950000000000001
Toscana,2021-03-25,0.67,0.17,10.97
Toscana,2021-03-26,0.78,0.19,10.99
Toscana,2021-03-27,1.02,0.2,11.0
Toscana,2021-03-28,1.0,0.21,11.01
Toscana,2021-03-29,0.86,0.21,11.01
Toscana,2021-03-30,0.84,0.22,11.02
Toscana,2021-03-31,0.9500000000000001,0.02,10.81
Toscana,2021-04-01,1.01,0.07,10.86
Toscana,2021-04-02,1.01,0.12,10.91
Toscana,2021-04-03,1.01,0.23,11.02
Toscana,2021-04-04,0.99,0.02,10.81
Toscana,2021-04-05,0.9500000000000001,0.19,10.99
Toscana,2021-04-06,0.92,0.14,10.94
Toscana,2021-04-07,0.92,0.09,10.89
Toscana,2021-04-08,0.96,0.05,10.85
Toscana,2021-04-09,0.98,0.01,10.81
Toscana,2021-04-10,0.9500000000000001,0.18,10.99
Toscana,2021-04-11,0.87,0.14,10.950000000000001
Toscana,2021-04-12,0.0,0.1,10.91
Toscana,2021-04-13,0.0,0.06,10.870000000000001
Toscana,2021-04-14,0.0,0.06,10.870000000000001
Toscana,2021-04-15,0.0,1.19,12.0
Toscana,2021-04-16,0.0,1.19,12.0
Toscana,2021-04-17,0.0,1.19,12.0
Toscana,2021-04-18,0.23,1.19,12.0
Toscana,2021-04-19,0.23,1.19,12.0
Toscana,2021-04-20,0.23,1.19,12.0
Toscana,2021-04-21,0.23,1.19,12.0
Toscana,2021-04-22,0.23,1.19,12.0
Toscana,2021-04-23,0.23,1.19,12.0
Toscana,2021-04-24,0.23,1.19,12.0
Toscana,2021-04-25,0.23,1.19,12.0
Toscana,2021-04-26,0.23,1.19,12.0
Toscana,2021-04-27,0.23,1.19,12.0
Toscana,2021-04-28,0.23,1.19,12.0
Toscana,2021-04-29,0.23,1.19,12.0
Toscana,2021-04-30,0.23,1.19,12.0
Toscana,2021-05-01,0.23,1.19,12.0
Toscana,2021-05-02,0.23,1.19,12.0
Toscana,2021-05-03,0.23,1.19,12.0
Toscana,2021-05-04,0.23,1.19,12.0
Toscana,2021-05-05,0.23,1.19,12.0
Toscana,2021-05-06,0.23,1.19,12.0
Toscana,2021-05-07,0.23,1.19,12.0
Toscana,2021-05-08,0.23,1.19,12.0
Toscana,2021-05-09,0.23,1.19,12.0
Toscana,2021-05-10,0.23,1.19,12.0
Toscana,2021-05-11,0.23,1.19,12.0
Toscana,2021-05-12,0.23,1.19,12.0
Toscana,2021-05-13,0.23,1.19,12.0
Toscana,2021-05-14,0.23,1.19,12.0
Toscana,2021-05-15,0.23,1.19,12.0
Toscana,2021-05-16,0.23,1.19,12.0
Toscana,2021-05-17,0.23,1.19,12.0
Toscana,2021-05-18,0.23,1.19,12.0
Toscana,2021-05-19,0.23,1.19,12.0
Toscana,2021-05-20,0.23,1.19,12.0
Toscana,2021-05-21,0.23,1.19,12.0
Toscana,2021-05-22,0.23,1.19,12.0
Toscana,2021-05-23,0.23,1.19,12.0
Toscana,2021-05-24,0.23,1.19,12.0
Toscana,2021-05-25,0.23,1.19,12.0
Toscana,2021-05-26,0.23,1.19,12.0
Toscana,2021-05-27,0.23,1.19,12.0
Toscana,2021-05-28,0.23,1.19,12.0
Toscana,2021-05-29,0.23,1.19,12.0
Toscana,2021-05-30,0.23,1.19,12.0
Toscana,2021-05-31,0.23,1.19,12.0
Toscana,2021-06-01,0.23,1.19,12.0
Toscana,2021-06-02,0.23,1.19,12.0
Toscana,2021-06-03,0.23,1.19,12.0
Toscana,2021-06-04,0.23,1.19,12.0
Toscana,2021-06-05,0.23,1.19,12.0
Toscana,2021-06-06,0.23,1.19,12.0
Toscana,2021-06-07,0.23,1.19,12.0
Toscana,2021-06-08,0.23,1.19,12.0
Toscana,2021-06-09,0.23,1.19,12.0
Toscana,2021-06-10,0.23,1.19,12.0
Toscana,2021-06-11,0.23,1.19,12.0
Toscana,2021-06-12,0.23,1.19,12.0
Toscana,2021-06-13,0.23,1.19,12.0
Toscana,2021-06-14,0.23,1.19,12.0
Toscana,2021-06-15,0.23,1.19,12.0
Toscana,2021-06-16,0.23,1.19,12.0
Toscana,2021-06-17,0.23,1.19,12.0
Toscana,2021-06-18,0.23,1.19,12.0
Toscana,2021-06-19,0.23,1.19,12.0
Toscana,2021-06-20,0.23,1.19,12.0
Toscana,2021-06-21,0.23,1.19,12.0
Toscana,2021-06-22,0.23,1.19,12.0
Toscana,2021-06-23,0.23,1.19,12.0
Toscana,2021-06-24,0.23,1.19,12.0
Toscana,2021-06-25,0.23,1.19,12.0
Toscana,2021-06-26,0.23,1.19,12.0
Toscana,2021-06-27,0.23,1.19,12.0
Toscana,2021-06-28,0.23,1.19,12.0
Toscana,2021-06-29,0.23,1.19,12.0
Toscana,2021-06-30,0.23,1.19,12.0
Toscana,2021-07-01,0.23,1.19,12.0
Toscana,2021-07-02,0.23,1.19,12.0
Toscana,2021-07-03,0.23,1.19,12.0
Toscana,2021-07-04,0.23,1.19,12.0
Toscana,2021-07-05,0.23,1.19,12.0
Toscana,2021-07-06,4.39,0.07,10.82
Toscana,2021-07-07,3.63,0.45,11.17
Toscana,2021-07-08,3.02,0.21,10.9
Toscana,2021-07-09,2.52,0.01,10.67
Toscana,2021-07-10,1.94,0.01,10.65
Toscana,2021-07-11,1.2,0.01,10.63
Toscana,2021-07-12,1.26,0.0,10.58
Toscana,2021-07-13,1.31,0.01,10.57
Toscana,2021-07-14,1.32,0.01,10.56
Toscana,2021-07-15,3.18,0.01,10.55
Toscana,2021-07-16,1.18,0.01,10.620000000000001
Toscana,2021-07-17,1.12,0.01,10.66
Toscana,2021-07-18,1.06,0.02,10.700000000000001
Toscana,2021-07-19,1.44,0.01,10.71
Toscana,2021-07-20,1.61,0.02,10.74
Toscana,2021-07-21,1.67,0.12,10.86
Toscana,2021-07-22,3.36,0.76,11.52
Toscana,2021-07-23,1.6500000000000001,1.01,11.790000000000001
Toscana,2021-07-24,1.6400000000000001,0.96,11.75
Toscana,2021-07-25,1.6300000000000001,0.71,11.5
Toscana,2021-07-26,1.61,0.91,11.71
Toscana,2021-07-27,1.52,0.88,11.68
Toscana,2021-07-28,1.53,0.85,11.65
Toscana,2021-07-29,1.51,0.81,11.61
Toscana,2021-07-30,1.41,0.76,11.56
Toscana,2021-07-31,1.32,0.61,11.41
Toscana,2021-08-01,1.26,0.34,11.14
Toscana,2021-08-02,1.19,0.22,11.02
Toscana,2021-08-03,1.1500000000000001,0.18,10.98
Toscana,2021-08-04,1.23,0.11,10.91
Toscana,2021-08-05,1.28,0.5700000000000001,11.38
Toscana,2021-08-06,1.1500000000000001,0.5700000000000001,11.38
Toscana,2021-08-07,1.06,0.55,11.36
Toscana,2021-08-08,0.79,0.04,10.84
Toscana,2021-08-09,0.71,0.13,10.93
Toscana,2021-08-10,0.67,0.17,10.97
Toscana,2021-08-11,0.71,0.21,11.01
Toscana,2021-08-12,0.71,0.21,11.01
Toscana,2021-08-13,0.64,0.11,10.91
Toscana,2021-08-14,0.64,0.04,10.84
Toscana,2021-08-15,0.63,0.02,10.82
Toscana,2021-08-16,0.63,0.0,10.8
Toscana,2021-08-17,0.56,0.01,10.81
Toscana,2021-08-18,0.58,0.05,10.85
Toscana,2021-08-19,0.53,0.01,10.8
Toscana,2021-08-20,0.45,0.0,10.78
Toscana,2021-08-21,0.18,0.0,10.78
Toscana,2021-08-22,0.0,0.0,10.78
Toscana,2021-08-23,0.0,0.0,10.78
Toscana,2021-08-24,0.0,0.0,10.63
Toscana,2021-08-25,0.0,0.0,10.63
Toscana,2021-08-26,0.0,0.0,10.63
Toscana,2021-08-27,0.0,0.0,10.59
Toscana,2021-08-28,0.0,0.0,10.57
Toscana,2021-08-29,0.0,0.0,10.55
Toscana,2021-08-30,0.0,0.0,10.53
Toscana,2021-08-31,0.0,0.0,10.53
Toscana,2021-09-01,0.0,0.0,10.5
Toscana,2021-09-02,0.07,0.0,10.43
Toscana,2021-09-03,0.73,0.01,10.620000000000001
Toscana,2021-09-04,1.26,0.01,10.59
Toscana,2021-09-05,1.22,0.0,10.55
Toscana,2021-09-06,0.78,0.01,10.59
Toscana,2021-09-07,0.44,0.0,10.59
Toscana,2021-09-08,0.08,0.0,10.620000000000001
Toscana,2021-09-09,0.0,0.0,10.64
Toscana,2021-09-10,0.02,0.0,10.65
Toscana,2021-09-11,0.22,0.01,10.69
Toscana,2021-09-12,0.0,0.0,10.72
Toscana,2021-09-13,0.0,0.01,10.76
Toscana,2021-09-14,0.0,0.01,10.78
Toscana,2021-09-15,0.0,0.02,10.81
Toscana,2021-09-16,0.0,0.02,10.82
Toscana,2021-09-17,0.0,0.07,10.88
Toscana,2021-09-18,0.0,0.13,10.94
Toscana,2021-09-19,0.27,1.19,12.0
Toscana,2021-09-20,0.27,1.19,12.0
Toscana,2021-09-21,0.27,1.19,12.0
Toscana,2021-09-22,0.27,1.19,12.0
Toscana,2021-09-23,0.27,1.19,12.0
Toscana,2021-09-24,0.27,1.19,12.0
Toscana,2021-09-25,0.27,1.19,12.0
Toscana,2021-09-26,0.27,1.19,12.0
Toscana,2021-09-27,0.27,1.19,12.0
Toscana,2021-09-28,0.27,1.19,12.0
Toscana,2021-09-29,0.27,1.19,12.0
Toscana,2021-09-30,0.27,1.19,12.0
Toscana,2021-10-01,0.27,1.19,12.0
Toscana,2021-10-02,0.27,1.19,12.0
Toscana,2021-10-03,0.27,1.19,12.0
Toscana,2021-10-04,0.27,1.19,12.0
Toscana,2021-10-05,0.27,1.19,12.0
Toscana,2021-10-06,0.27,1.19,12.0
Toscana,2021-10-07,0.27,1.19,12.0
Toscana,2021-10-08,0.27,1.19,12.0
Toscana,2021-10-09,0.27,1.19,12.0
Toscana,2021-10-10,0.27,1.19,12.0
Toscana,2021-10-11,0.27,1.19,12.0
Toscana,2021-10-12,0.27,1.19,12.0
Toscana,2021-10-13,0.27,1.19,12.0
Toscana,2021-10-14,0.27,1.19,12.0
Toscana,2021-10-15,0.27,1.19,12.0
Toscana,2021-10-16,0.27,1.19,12.0
Toscana,2021-10-17,0.27,1.19,12.0
Toscana,2021-10-18,0.27,1.19,12.0
Toscana,2021-10-19,0.27,1.19,12.0
Toscana,2021-10-20,0.27,1.19,12.0
Toscana,2021-10-21,8.17,1.26,12.0
Toscana,2021-10-22,8.17,1.24,11.96
Toscana,2021-10-23,2.77,0.68,11.38
Toscana,2021-10-24,2.46,0.26,10.93
Toscana,2021-10-25,2.58,0.47000000000000003,11.13
Toscana,2021-10-26,2.7600000000000002,0.46,11.11
Toscana,2021-10-27,2.65,0.38,11.02
Toscana,2021-10-28,2.5500000000000003,0.51,11.15
Toscana,2021-10-29,2.5100000000000002,0.36,10.99
Toscana,2021-10-30,2.5100000000000002,0.43,11.06
Toscana,2021-10-31,2.5,0.01,10.68
Toscana,2021-11-01,2.41,0.12,10.84
Toscana,2021-11-02,2.44,0.01,10.75
Toscana,2021-11-03,2.5300000000000002,0.03,10.790000000000001
Toscana,2021-11-04,0.58,0.02,10.790000000000001
Toscana,2021-11-05,1.6600000000000001,0.1,10.88
Toscana,2021-11-06,1.37,0.07,10.85
Toscana,2021-11-07,1.05,0.06,10.84
Toscana,2021-11-08,0.72,0.04,10.82
Toscana,2021-11-09,0.66,0.05,10.83
Toscana,2021-11-10,0.8300000000000001,0.06,10.84
Toscana,2021-11-11,1.07,0.09,10.870000000000001
Toscana,2021-11-12,1.31,0.13,10.91
Toscana,2021-11-13,1.1500000000000001,0.09,10.870000000000001
Toscana,2021-11-14,1.03,0.03,10.81
Toscana,2021-11-15,0.93,0.0,10.78
Toscana,2021-11-16,0.63,0.0,10.78
Toscana,2021-11-17,0.56,0.01,10.790000000000001
Toscana,2021-11-18,0.71,0.02,10.8
Toscana,2021-11-19,0.42,0.02,10.8
Toscana,2021-11-20,1.55,0.02,10.8
Toscana,2021-11-21,0.52,0.02,10.8
Toscana,2021-11-22,0.54,0.02,10.8
Toscana,2021-11-23,0.41000000000000003,0.02,10.8
Toscana,2021-11-24,0.47000000000000003,0.03,10.81
Toscana,2021-11-25,0.58,0.05,10.83
Toscana,2021-11-26,1.8,0.08,10.86
Toscana,2021-11-27,1.75,0.05,10.83
Toscana,2021-11-28,1.6400000000000001,0.0,10.78
Toscana,2021-11-29,0.92,0.15,10.94
Toscana,2021-11-30,0.96,0.13,10.92
Toscana,2021-12-01,1.2,0.12,10.91
Toscana,2021-12-02,1.36,0.13,10.92
Toscana,2021-12-03,1.37,0.48,11.27
Toscana,2021-12-04,1.33,0.33,11.120000000000001
Toscana,2021-12-05,1.21,0.09,10.88
Toscana,2021-12-06,1.06,0.48,11.28
Toscana,2021-12-07,1.01,0.47000000000000003,11.27
Toscana,2021-12-08,0.96,0.46,11.26
Toscana,2021-12-09,1.04,0.5,11.3
Toscana,2021-12-10,0.9500000000000001,0.48,11.28
Toscana,2021-12-11,0.97,0.46,11.26
Toscana,2021-12-12,0.92,0.44,11.24
Toscana,2021-12-13,0.91,0.42,11.22
Toscana,2021-12-14,0.9400000000000001,0.42,11.22
Toscana,2021-12-15,0.98,0.43,11.23
Toscana,2021-12-16,1.02,0.5700000000000001,11.370000000000001
Toscana,2021-12-17,1.6500000000000001,0.55,11.35
Toscana,2021-12-18,1.54,0.85,11.66
Toscana,2021-12-19,1.41,0.84,11.65
Toscana,2021-12-20,1.4000000000000001,0.8300000000000001,11.64
Toscana,2021-12-21,1.46,0.8200000000000001,11.63
Toscana,2021-12-22,1.47,0.92,11.73
Toscana,2021-12-23,1.47,1.12,11.93
Toscana,2021-12-24,1.51,1.19,12.0
Toscana,2021-12-25,1.5,1.19,12.0
Toscana,2021-12-26,1.51,1.19,12.0
Toscana,2021-12-27,1.51,1.19,12.0
Toscana,2021-12-28,2.0,1.19,12.0
Toscana,2021-12-29,1.99,1.19,12.0
Toscana,2021-12-30,1.99,1.19,12.0
Umbria,2021-01-01,2.0,0.5,5.54
Umbria,2021-01-02,1.8900000000000001,0.5,5.51
Umbria,2021-01-03,1.8800000000000001,0.46,5.43
Umbria,2021-01-04,1.81,0.47000000000000003,5.42
Umbria,2021-01-05,1.74,0.47000000000000003,5.4
Umbria,2021-01-06,1.7,0.49,5.4
Umbria,2021-01-07,1.6500000000000001,0.47000000000000003,5.36
Umbria,2021-01-08,1.6,0.45,5.32
Umbria,2021-01-09,1.56,0.47000000000000003,5.33
Umbria,2021-01-10,1.51,0.44,5.28
Umbria,2021-01-11,1.17,0.01,10.74
Umbria,2021-01-12,1.1,0.06,10.8
Umbria,2021-01-13,1.04,0.04,10.78
Umbria,2021-01-14,0.97,0.03,10.77
Umbria,2021-01-15,0.91,0.02,10.76
Umbria,2021-01-16,0.8300000000000001,0.02,10.76
Umbria,2021-01-17,0.75,0.01,10.75
Umbria,2021-01-18,0.75,0.0,10.73
Umbria,2021-01-19,0.73,0.0,10.73
Umbria,2021-01-20,0.6900000000000001,0.0,10.73
Umbria,2021-01-21,0.62,0.02,10.76
Umbria,2021-01-22,0.64,0.02,10.76
Umbria,2021-01-23,0.74,0.0,10.74
Umbria,2021-01-24,0.7000000000000001,0.04,10.790000000000001
Umbria,2021-01-25,0.71,0.02,10.77
Umbria,2021-01-26,1.0,0.02,10.77
Umbria,2021-01-27,1.16,0.04,10.790000000000001
Umbria,2021-01-28,1.22,0.08,10.84
Umbria,2021-01-29,1.1300000000000001,0.16,10.93
Umbria,2021-01-30,1.04,0.11,10.88
Umbria,2021-01-31,1.08,0.11,10.88
Umbria,2021-02-01,1.06,0.1,10.870000000000001
Umbria,2021-02-02,1.09,0.08,10.85
Umbria,2021-02-03,1.17,0.09,10.86
Umbria,2021-02-04,1.28,0.06,10.83
Umbria,2021-02-05,1.3,0.32,11.1
Umbria,2021-02-06,1.27,0.27,11.05
Umbria,2021-02-07,1.19,0.18,10.96
Umbria,2021-02-08,1.17,0.08,10.86
Umbria,2021-02-09,1.22,0.58,11.370000000000001
Umbria,2021-02-10,1.21,0.5700000000000001,11.36
Umbria,2021-02-11,1.17,0.52,11.31
Umbria,2021-02-12,1.12,0.32,11.11
Umbria,2021-02-13,1.1,0.1,10.89
Umbria,2021-02-14,1.06,0.04,10.83
Umbria,2021-02-15,1.02,0.01,10.8
Umbria,2021-02-16,1.0,0.0,10.790000000000001
Umbria,2021-02-17,0.26,0.01,10.8
Umbria,2021-02-18,0.29,0.02,10.81
Umbria,2021-02-19,0.29,0.0,10.78
