,date,ML,Low_90,High_90
Calabria,2021-07-01,1.62,1.19,12.0
Calabria,2021-07-02,1.62,1.19,12.0
Calabria,2021-07-03,1.62,1.19,12.0
Calabria,2021-07-04,1.62,1.19,12.0
Calabria,2021-07-05,1.62,1.19,12.0
Calabria,2021-07-06,1.62,1.19,12.0
Calabria,2021-07-07,1.62,1.19,12.0
Calabria,2021-07-08,1.62,1.19,12.0
Calabria,2021-07-09,1.62,1.19,12.0
Calabria,2021-07-10,1.62,1.19,12.0
Calabria,2021-07-11,1.62,1.19,12.0
Calabria,2021-07-12,1.62,1.19,12.0
Calabria,2021-07-13,1.62,1.19,12.0
Calabria,2021-07-14,3.77,0.0,10.63
Calabria,2021-07-15,3.77,0.03,10.540000000000001
Calabria,2021-07-16,3.77,0.01,10.44
Calabria,2021-07-17,3.31,0.0,10.370000000000001
Calabria,2021-07-18,2.91,0.02,10.35
Calabria,2021-07-19,2.6,0.01,10.3
Calabria,2021-07-20,2.34,0.0,10.25
Calabria,2021-07-21,2.25,0.0,10.22
Calabria,2021-07-22,2.23,0.0,10.19
Calabria,2021-07-23,2.2,0.0,10.17
Calabria,2021-07-24,2.13,0.0,10.43
Calabria,2021-07-25,2.0100000000000002,0.03,10.59
Calabria,2021-07-26,1.9100000000000001,0.06,10.68
Calabria,2021-07-27,1.84,0.04,10.700000000000001
Calabria,2021-07-28,1.76,0.04,10.73
Calabria,2021-07-29,1.7,0.0,10.71
Calabria,2021-07-30,1.74,0.05,10.78
Calabria,2021-07-31,1.56,0.1,10.85
Calabria,2021-08-01,1.1300000000000001,0.06,10.82
Calabria,2021-08-02,0.97,0.0,10.76
Calabria,2021-08-03,0.84,0.01,10.77
Calabria,2021-08-04,0.85,0.03,10.790000000000001
Calabria,2021-08-05,0.89,0.01,10.76
Calabria,2021-08-06,0.8300000000000001,0.02,10.77
Calabria,2021-08-07,0.79,0.02,10.77
Calabria,2021-08-08,1.56,0.02,10.77
Calabria,2021-08-09,1.6300000000000001,0.02,10.77
Calabria,2021-08-10,1.62,0.03,10.78
Calabria,2021-08-11,1.57,0.05,10.8
Calabria,2021-08-12,1.54,0.13,10.88
Calabria,2021-08-13,1.59,0.0,10.75
Calabria,2021-08-14,1.6,0.13,10.9
Calabria,2021-08-15,1.57,0.11,10.89
Calabria,2021-08-16,1.5,0.02,10.8
Calabria,2021-08-17,1.47,0.0,10.77
Calabria,2021-08-18,1.45,0.01,10.78
Calabria,2021-08-19,1.44,0.02,10.790000000000001
Calabria,2021-08-20,1.8900000000000001,0.02,10.790000000000001
Calabria,2021-08-21,1.84,0.02,10.790000000000001
Calabria,2021-08-22,1.67,0.02,10.790000000000001
Calabria,2021-08-23,1.51,0.04,10.81
Calabria,2021-08-24,1.3800000000000001,0.09,10.86
Calabria,2021-08-25,1.31,0.02,10.78
Calabria,2021-08-26,1.33,0.2,10.96
Calabria,2021-08-27,1.24,0.28,11.05
Calabria,2021-08-28,1.19,0.39,11.17
Calabria,2021-08-29,1.16,0.13,10.91
Calabria,2021-08-30,1.11,0.06,10.84
Calabria,2021-08-31,1.02,0.03,10.81
Calabria,2021-09-01,0.8300000000000001,0.03,10.81
Calabria,2021-09-02,0.8300000000000001,0.04,10.82
Calabria,2021-09-03,0.86,0.0,10.77
Calabria,2021-09-04,0.64,0.01,10.78
Calabria,2021-09-05,0.5,0.01,10.78
Calabria,2021-09-06,0.36,0.01,10.78
Calabria,2021-09-07,0.25,0.01,10.78
Calabria,2021-09-08,0.19,0.0,10.76
Calabria,2021-09-09,0.14,0.0,10.75
Calabria,2021-09-10,0.19,0.0,10.73
Calabria,2021-09-11,0.13,0.01,10.73
Calabria,2021-09-12,0.18,0.0,10.69
Calabria,2021-09-13,0.13,0.0,10.67
Calabria,2021-09-14,0.12,0.0,10.64
Calabria,2021-09-15,0.25,0.0,10.6
Calabria,2021-09-16,0.4,0.0,10.56
Calabria,2021-09-17,0.46,0.0,10.53
Calabria,2021-09-18,0.56,0.0,10.48
Calabria,2021-09-19,0.52,0.0,10.46
Calabria,2021-09-20,0.44,0.0,10.4
Calabria,2021-09-21,0.43,0.0,10.32
Calabria,2021-09-22,0.26,0.0,10.22
Calabria,2021-09-23,0.2,0.0,10.03
Calabria,2021-09-24,0.12,0.0,9.620000000000001
Calabria,2021-09-25,0.09,0.0,9.33
Calabria,2021-09-26,0.06,0.0,8.99
Calabria,2021-09-27,0.11,0.0,8.6
Calabria,2021-09-28,0.0,0.0,8.26
Calabria,2021-09-29,0.09,0.0,7.38
Calabria,2021-09-30,0.2,0.0,7.5200000000000005
Calabria,2021-10-01,0.47000000000000003,0.0,7.62
Calabria,2021-10-02,1.28,0.0,7.8
Calabria,2021-10-03,1.69,0.0,8.08
Calabria,2021-10-04,1.6600000000000001,0.0,8.74
Calabria,2021-10-05,1.37,0.0,9.13
Calabria,2021-10-06,1.25,0.0,9.44
Calabria,2021-10-07,1.08,0.0,9.700000000000001
Calabria,2021-10-08,1.16,0.0,9.85
Calabria,2021-10-09,0.98,0.0,10.19
Calabria,2021-10-10,0.72,0.0,10.290000000000001
Calabria,2021-10-11,0.51,0.0,10.35
Calabria,2021-10-12,0.39,0.0,10.43
Calabria,2021-10-13,0.34,0.0,10.370000000000001
Calabria,2021-10-14,0.32,0.0,10.32
Calabria,2021-10-15,0.35000000000000003,0.0,10.290000000000001
Calabria,2021-10-16,0.27,0.0,10.27
Calabria,2021-10-17,0.65,0.0,10.23
Calabria,2021-10-18,1.24,0.0,10.23
Calabria,2021-10-19,1.97,0.0,10.25
Calabria,2021-10-20,2.3000000000000003,0.01,10.3
Calabria,2021-10-21,2.18,0.0,10.28
Calabria,2021-10-22,2.07,0.01,10.27
Calabria,2021-10-23,1.86,0.0,10.4
Calabria,2021-10-24,1.58,0.0,10.49
Calabria,2021-10-25,1.62,0.01,10.55
Calabria,2021-10-26,2.07,0.01,10.58
Calabria,2021-10-27,2.24,0.0,10.620000000000001
Calabria,2021-10-28,2.2600000000000002,0.01,10.67
Calabria,2021-10-29,1.8900000000000001,0.01,10.69
Calabria,2021-10-30,1.26,0.0,10.69
Calabria,2021-10-31,0.59,0.02,10.73
Calabria,2021-11-01,0.22,0.02,10.74
Calabria,2021-11-02,0.46,0.0,10.71
Calabria,2021-11-03,1.98,0.01,10.72
Calabria,2021-11-04,2.24,0.03,10.76
Calabria,2021-11-05,2.06,0.02,10.76
Calabria,2021-11-06,1.27,0.04,10.790000000000001
Calabria,2021-11-07,0.64,0.03,10.78
Calabria,2021-11-08,0.43,0.01,10.76
Calabria,2021-11-09,0.27,0.0,10.75
Calabria,2021-11-10,0.26,0.0,10.75
Calabria,2021-11-11,0.45,0.0,10.74
Calabria,2021-11-12,0.51,0.0,10.74
Calabria,2021-11-13,0.49,0.0,10.74
Calabria,2021-11-14,0.46,0.01,10.75
Calabria,2021-11-15,0.39,0.0,10.73
Calabria,2021-11-16,0.35000000000000003,0.0,10.72
Calabria,2021-11-17,0.34,0.0,10.71
Calabria,2021-11-18,0.48,0.01,10.71
Calabria,2021-11-19,0.66,0.01,10.700000000000001
Calabria,2021-11-20,0.87,0.01,10.69
Calabria,2021-11-21,0.84,0.01,10.69
Calabria,2021-11-22,0.91,0.01,10.69
Calabria,2021-11-23,1.16,0.01,10.69
Calabria,2021-11-24,1.4000000000000001,0.01,10.69
Calabria,2021-11-25,1.53,0.0,10.68
Calabria,2021-11-26,1.61,0.09,10.790000000000001
Calabria,2021-11-27,1.53,0.05,10.76
Calabria,2021-11-28,1.47,0.02,10.74
Calabria,2021-11-29,1.37,0.01,10.74
Calabria,2021-11-30,1.4000000000000001,0.04,10.78
Calabria,2021-12-01,1.51,0.16,10.91
Calabria,2021-12-02,1.55,0.32,11.08
Calabria,2021-12-03,1.49,0.46,11.23
Calabria,2021-12-04,1.4000000000000001,0.56,11.34
Calabria,2021-12-05,1.35,0.4,11.18
Calabria,2021-12-06,1.25,0.27,11.05
Calabria,2021-12-07,1.11,0.15,10.93
Calabria,2021-12-08,1.12,0.41000000000000003,11.200000000000001
Calabria,2021-12-09,1.17,0.39,11.18
Calabria,2021-12-10,1.12,0.36,11.15
Calabria,2021-12-11,1.08,0.33,11.120000000000001
Calabria,2021-12-12,1.01,0.3,11.09
Calabria,2021-12-13,1.0,0.29,11.08
Calabria,2021-12-14,1.02,0.27,11.06
Calabria,2021-12-15,1.08,0.27,11.06
Calabria,2021-12-16,1.21,0.27,11.06
Calabria,2021-12-17,1.32,0.15,10.94
Calabria,2021-12-18,1.35,0.58,11.38
Calabria,2021-12-19,1.28,0.5,11.3
Calabria,2021-12-20,0.84,0.4,11.200000000000001
Calabria,2021-12-21,0.85,0.39,11.19
Calabria,2021-12-22,1.43,0.41000000000000003,11.21
Calabria,2021-12-23,1.5,0.38,11.18
Calabria,2021-12-24,1.46,0.36,11.16
Calabria,2021-12-25,1.42,0.34,11.14
Calabria,2021-12-26,1.46,0.32,11.120000000000001
Calabria,2021-12-27,1.5,0.3,11.1
Calabria,2021-12-28,1.53,0.27,11.07
Calabria,2021-12-29,1.59,0.22,11.02
Calabria,2021-12-30,1.61,1.04,11.85
Campania,2021-01-01,2.0,0.5,5.54
Campania,2021-01-02,2.0,0.5,5.54
Campania,2021-01-03,2.0,0.5,5.54
Campania,2021-01-04,2.0,0.5,5.54
Campania,2021-01-05,2.08,0.53,5.44
Campania,2021-01-06,2.08,0.5,5.46
Campania,2021-01-07,2.09,0.52,5.46
Campania,2021-01-08,2.22,0.54,5.45
Campania,2021-01-09,2.1,0.53,5.41
Campania,2021-01-10,2.07,0.52,5.39
Campania,2021-01-11,2.59,0.02,10.56
Campania,2021-01-12,2.45,0.05,10.59
Campania,2021-01-13,2.45,0.01,10.540000000000001
Campania,2021-01-14,2.41,0.02,10.55
Campania,2021-01-15,2.37,0.34,11.07
Campania,2021-01-16,2.37,0.26,11.02
Campania,2021-01-17,2.35,0.07,10.84
Campania,2021-01-18,2.2800000000000002,0.06,10.84
Campania,2021-01-19,2.37,0.08,10.870000000000001
Campania,2021-01-20,2.38,0.16,10.96
Campania,2021-01-21,2.34,0.09,10.89
Campania,2021-01-22,0.0,0.05,10.85
Campania,2021-01-23,1.83,0.04,10.84
Campania,2021-01-24,1.8,0.05,10.85
Campania,2021-01-25,0.99,0.06,10.86
Campania,2021-01-26,0.9400000000000001,0.07,10.870000000000001
Campania,2021-01-27,0.86,0.14,10.94
Campania,2021-01-28,0.9500000000000001,0.21,11.01
Campania,2021-01-29,1.07,0.28,11.08
Campania,2021-01-30,1.03,0.06,10.85
Campania,2021-01-31,1.03,0.39,11.19
Campania,2021-02-01,1.01,0.27,11.07
Campania,2021-02-02,1.0,0.26,11.06
Campania,2021-02-03,0.98,0.25,11.05
Campania,2021-02-04,0.97,0.23,11.03
Campania,2021-02-05,1.12,0.22,11.02
Campania,2021-02-06,1.23,0.28,11.08
Campania,2021-02-07,0.98,0.23,11.03
Campania,2021-02-08,0.84,0.15,10.950000000000001
Campania,2021-02-09,0.46,0.1,10.9
Campania,2021-02-10,0.44,0.04,10.84
Campania,2021-02-11,2.15,0.47000000000000003,11.28
Campania,2021-02-12,2.31,0.44,11.25
Campania,2021-02-13,1.46,0.42,11.23
Campania,2021-02-14,0.5,0.38,11.19
Campania,2021-02-15,0.49,0.27,11.08
Campania,2021-02-16,0.49,0.24,11.05
Campania,2021-02-17,0.5,0.26,11.07
Campania,2021-02-18,0.9400000000000001,0.33,11.14
Campania,2021-02-19,1.59,0.46,11.27
Campania,2021-02-20,1.55,0.47000000000000003,11.28
Campania,2021-02-21,1.46,0.47000000000000003,11.28
Campania,2021-02-22,1.44,0.47000000000000003,11.28
Campania,2021-02-23,1.45,0.47000000000000003,11.28
Campania,2021-02-24,1.49,0.66,11.47
Campania,2021-02-25,1.49,0.88,11.69
Campania,2021-02-26,1.52,0.92,11.73
Campania,2021-02-27,1.5,1.19,12.0
Campania,2021-02-28,1.45,1.19,12.0
Campania,2021-03-01,1.4000000000000001,1.18,11.99
Campania,2021-03-02,1.4000000000000001,1.19,12.0
Campania,2021-03-03,1.4000000000000001,1.19,12.0
Campania,2021-03-04,1.36,1.19,12.0
Campania,2021-03-05,1.34,1.19,12.0
Campania,2021-03-06,1.32,1.09,11.9
Campania,2021-03-07,1.32,0.84,11.65
Campania,2021-03-08,1.32,0.55,11.36
Campania,2021-03-09,1.31,0.48,11.290000000000001
Campania,2021-03-10,1.32,0.48,11.290000000000001
Campania,2021-03-11,0.53,0.49,11.3
Campania,2021-03-12,0.8200000000000001,0.49,11.3
Campania,2021-03-13,0.55,0.46,11.27
Campania,2021-03-14,0.52,0.4,11.21
Campania,2021-03-15,0.52,0.38,11.19
Campania,2021-03-16,0.53,0.39,11.200000000000001
Campania,2021-03-17,0.53,0.4,11.21
Campania,2021-03-18,0.8,0.42,11.23
Campania,2021-03-19,0.78,0.41000000000000003,11.22
Campania,2021-03-20,0.79,0.39,11.200000000000001
Campania,2021-03-21,0.65,0.38,11.19
Campania,2021-03-22,0.58,0.37,11.18
Campania,2021-03-23,0.71,0.37,11.18
Campania,2021-03-24,0.74,0.44,11.25
Campania,2021-03-25,0.79,0.49,11.3
Campania,2021-03-26,3.56,0.7000000000000001,11.51
Campania,2021-03-27,3.54,0.39,11.19
Campania,2021-03-28,3.54,0.56,11.36
Campania,2021-03-29,3.54,0.26,11.06
Campania,2021-03-30,3.54,0.16,10.96
Campania,2021-03-31,0.26,0.01,10.8
Campania,2021-04-01,0.26,0.05,10.84
Campania,2021-04-02,3.14,0.08,10.870000000000001
Campania,2021-04-03,3.14,0.1,10.89
Campania,2021-04-04,3.14,0.01,10.790000000000001
Campania,2021-04-05,0.28,0.06,10.85
Campania,2021-04-06,0.15,0.02,10.81
Campania,2021-04-07,0.0,0.0,10.790000000000001
Campania,2021-04-08,0.0,0.05,10.85
Campania,2021-04-09,0.07,0.02,10.81
Campania,2021-04-10,0.0,0.02,10.81
Campania,2021-04-11,0.0,0.0,10.790000000000001
Campania,2021-04-12,1.35,0.01,10.8
Campania,2021-04-13,1.44,0.01,10.8
Campania,2021-04-14,1.6300000000000001,0.02,10.81
Campania,2021-04-15,1.56,0.02,10.81
Campania,2021-04-16,1.52,0.06,10.85
Campania,2021-04-17,1.52,0.1,10.89
Campania,2021-04-18,1.52,0.13,10.92
Campania,2021-04-19,1.49,0.0,10.790000000000001
Campania,2021-04-20,1.5,0.1,10.9
Campania,2021-04-21,0.0,0.05,10.85
Campania,2021-04-22,0.0,0.07,10.870000000000001
Campania,2021-04-23,0.0,0.0,10.790000000000001
Campania,2021-04-24,0.0,0.02,10.81
Campania,2021-04-25,0.0,0.03,10.82
Campania,2021-04-26,0.0,0.05,10.84
Campania,2021-04-27,0.0,0.05,10.84
Campania,2021-04-28,0.44,0.01,10.790000000000001
Campania,2021-04-29,0.43,0.02,10.8
Campania,2021-04-30,0.73,0.06,10.84
Campania,2021-05-01,0.77,0.02,10.790000000000001
Campania,2021-05-02,0.6900000000000001,0.0,10.77
Campania,2021-05-03,0.64,0.03,10.81
Campania,2021-05-04,0.52,0.01,10.790000000000001
Campania,2021-05-05,0.41000000000000003,0.0,10.78
Campania,2021-05-06,0.0,0.02,10.81
Campania,2021-05-07,0.0,0.01,10.8
Campania,2021-05-08,0.0,0.04,10.84
Campania,2021-05-09,0.0,0.04,10.84
Campania,2021-05-10,0.0,0.0,10.8
Campania,2021-05-11,0.0,0.04,10.85
Campania,2021-05-12,0.0,0.05,10.86
Campania,2021-05-13,0.0,0.06,10.870000000000001
Campania,2021-05-14,0.0,1.19,12.0
Campania,2021-05-15,2.49,1.19,12.0
Campania,2021-05-16,2.49,1.19,12.0
Campania,2021-05-17,2.49,1.19,12.0
Campania,2021-05-18,2.49,1.19,12.0
Campania,2021-05-19,2.49,1.19,12.0
Campania,2021-05-20,2.49,1.19,12.0
Campania,2021-05-21,2.49,1.19,12.0
Campania,2021-05-22,2.49,1.19,12.0
Campania,2021-05-23,2.49,1.19,12.0
Campania,2021-05-24,2.49,1.19,12.0
Campania,2021-05-25,2.49,1.19,12.0
Campania,2021-05-26,2.49,1.19,12.0
Campania,2021-05-27,2.49,1.19,12.0
Campania,2021-05-28,2.49,1.19,12.0
Campania,2021-05-29,2.49,1.19,12.0
Campania,2021-05-30,2.49,1.19,12.0
Campania,2021-05-31,2.49,1.19,12.0
Campania,2021-06-01,2.49,1.19,12.0
Campania,2021-06-02,2.49,1.19,12.0
Campania,2021-06-03,2.49,1.19,12.0
Campania,2021-06-04,2.49,1.19,12.0
Campania,2021-06-05,2.49,1.19,12.0
Campania,2021-06-06,2.49,1.19,12.0
Campania,2021-06-07,2.49,1.19,12.0
Campania,2021-06-08,2.49,1.19,12.0
Campania,2021-06-09,2.49,1.19,12.0
Campania,2021-06-10,2.49,1.19,12.0
Campania,2021-06-11,2.49,1.19,12.0
Campania,2021-06-12,2.49,1.19,12.0
Campania,2021-06-13,2.49,1.19,12.0
Campania,2021-06-14,2.49,1.19,12.0
Campania,2021-06-15,2.49,1.19,12.0
Campania,2021-06-16,2.49,1.19,12.0
Campania,2021-06-17,2.49,1.19,12.0
Campania,2021-06-18,2.49,1.19,12.0
Campania,2021-06-19,2.49,1.19,12.0
Campania,2021-06-20,2.49,1.19,12.0
Campania,2021-06-21,2.49,1.19,12.0
Campania,2021-06-22,2.49,1.19,12.0
Campania,2021-06-23,2.49,1.19,12.0
Campania,2021-06-24,2.49,1.19,12.0
Campania,2021-06-25,2.49,1.19,12.0
Campania,2021-06-26,2.49,1.19,12.0
Campania,2021-06-27,2.49,1.19,12.0
Campania,2021-06-28,2.49,1.19,12.0
Campania,2021-06-29,2.49,1.19,12.0
Campania,2021-06-30,2.49,1.19,12.0
Campania,2021-07-01,2.49,1.19,12.0
Campania,2021-07-02,2.49,1.19,12.0
Campania,2021-07-03,1.0,0.0,10.6
Campania,2021-07-04,1.0,0.0,10.32
Campania,2021-07-05,0.0,0.0,10.040000000000001
Campania,2021-07-06,0.0,0.0,10.040000000000001
Campania,2021-07-07,0.0,0.0,9.98
Campania,2021-07-08,0.0,0.0,9.94
Campania,2021-07-09,0.0,0.0,9.91
Campania,2021-07-10,0.0,0.0,9.870000000000001
Campania,2021-07-11,0.86,0.0,9.84
Campania,2021-07-12,0.99,0.0,9.8
Campania,2021-07-13,0.86,0.0,10.200000000000001
Campania,2021-07-14,1.01,0.0,10.5
Campania,2021-07-15,1.43,0.04,10.71
Campania,2021-07-16,1.81,0.02,10.68
Campania,2021-07-17,1.75,0.04,10.74
Campania,2021-07-18,1.6500000000000001,0.08,10.8
Campania,2021-07-19,1.5,0.06,10.790000000000001
Campania,2021-07-20,1.47,0.06,10.8
Campania,2021-07-21,1.51,0.11,10.86
Campania,2021-07-22,1.52,0.15,10.91
Campania,2021-07-23,1.53,0.25,11.01
Campania,2021-07-24,1.48,0.18,10.950000000000001
Campania,2021-07-25,1.45,0.17,10.950000000000001
Campania,2021-07-26,1.41,0.05,10.83
Campania,2021-07-27,1.35,0.02,10.8
Campania,2021-07-28,0.41000000000000003,0.01,10.790000000000001
Campania,2021-07-29,0.46,0.02,10.8
Campania,2021-07-30,0.54,0.04,10.82
Campania,2021-07-31,0.62,0.05,10.83
Campania,2021-08-01,0.53,0.0,10.77
Campania,2021-08-02,0.54,0.02,10.790000000000001
Campania,2021-08-03,0.49,0.03,10.8
Campania,2021-08-04,0.59,0.04,10.81
Campania,2021-08-05,0.81,0.05,10.82
Campania,2021-08-06,1.0,0.06,10.83
Campania,2021-08-07,1.05,0.07,10.84
Campania,2021-08-08,0.9,0.02,10.790000000000001
Campania,2021-08-09,0.78,0.06,10.84
Campania,2021-08-10,0.51,0.02,10.8
Campania,2021-08-11,1.7,0.04,10.82
Campania,2021-08-12,1.97,0.0,10.78
Campania,2021-08-13,1.87,0.1,10.89
Campania,2021-08-14,1.74,0.09,10.88
Campania,2021-08-15,0.71,0.07,10.86
Campania,2021-08-16,0.55,0.06,10.85
Campania,2021-08-17,0.39,0.04,10.83
Campania,2021-08-18,0.35000000000000003,0.04,10.83
Campania,2021-08-19,0.45,0.02,10.8
Campania,2021-08-20,0.64,0.04,10.82
Campania,2021-08-21,0.48,0.03,10.81
Campania,2021-08-22,0.45,0.01,10.790000000000001
Campania,2021-08-23,0.4,0.02,10.8
Campania,2021-08-24,0.41000000000000003,0.01,10.78
Campania,2021-08-25,0.37,0.02,10.790000000000001
Campania,2021-08-26,0.37,0.03,10.8
Campania,2021-08-27,0.53,0.04,10.81
Campania,2021-08-28,0.78,0.04,10.81
Campania,2021-08-29,0.26,0.02,10.790000000000001
Campania,2021-08-30,0.06,0.04,10.82
Campania,2021-08-31,0.0,0.03,10.81
Campania,2021-09-01,0.1,0.03,10.81
Campania,2021-09-02,1.94,0.15,10.91
Campania,2021-09-03,3.09,0.02,10.76
Campania,2021-09-04,2.17,0.04,10.77
Campania,2021-09-05,2.04,0.05,10.77
Campania,2021-09-06,2.0300000000000002,0.04,10.75
Campania,2021-09-07,1.75,0.03,10.73
Campania,2021-09-08,1.54,0.04,10.73
Campania,2021-09-09,1.44,0.07,10.75
Campania,2021-09-10,1.31,0.01,10.67
Campania,2021-09-11,1.19,0.01,10.66
Campania,2021-09-12,1.08,0.01,10.69
Campania,2021-09-13,1.05,0.02,10.700000000000001
Campania,2021-09-14,1.07,0.0,10.67
Campania,2021-09-15,1.09,0.01,10.68
Campania,2021-09-16,1.08,0.0,10.67
Campania,2021-09-17,1.18,0.02,10.700000000000001
Campania,2021-09-18,1.3,0.02,10.700000000000001
Campania,2021-09-19,1.11,0.0,10.68
Campania,2021-09-20,1.3,0.0,10.69
Campania,2021-09-21,1.3800000000000001,0.0,10.69
Campania,2021-09-22,1.24,0.01,10.69
Campania,2021-09-23,1.1500000000000001,0.0,10.68
Campania,2021-09-24,1.17,0.01,10.700000000000001
Campania,2021-09-25,0.92,0.01,10.700000000000001
Campania,2021-09-26,0.71,0.0,10.69
Campania,2021-09-27,0.49,0.0,10.69
Campania,2021-09-28,0.24,0.0,10.700000000000001
Campania,2021-09-29,0.0,0.0,10.71
Campania,2021-09-30,0.17,0.0,10.71
Campania,2021-10-01,0.47000000000000003,0.0,10.72
Campania,2021-10-02,0.0,0.0,10.74
Campania,2021-10-03,0.0,0.0,10.76
Campania,2021-10-04,0.0,0.01,10.790000000000001
Campania,2021-10-05,0.0,0.03,10.77
Campania,2021-10-06,2.74,0.02,10.72
Campania,2021-10-07,2.31,0.04,10.71
Campania,2021-10-08,1.9100000000000001,0.03,10.67
Campania,2021-10-09,1.58,0.01,10.620000000000001
Campania,2021-10-10,1.17,0.0,10.58
Campania,2021-10-11,1.42,0.01,10.53
Campania,2021-10-12,1.68,0.01,10.49
Campania,2021-10-13,1.73,0.01,10.47
Campania,2021-10-14,2.11,0.01,10.450000000000001
Campania,2021-10-15,1.74,0.0,10.51
Campania,2021-10-16,1.28,0.0,10.56
Campania,2021-10-17,1.1300000000000001,0.01,10.61
Campania,2021-10-18,1.16,0.0,10.620000000000001
Campania,2021-10-19,1.44,0.03,10.68
Campania,2021-10-20,1.92,0.1,10.77
Campania,2021-10-21,2.16,0.05,10.76
Campania,2021-10-22,1.7,0.1,10.84
Campania,2021-10-23,1.51,0.07,10.82
Campania,2021-10-24,1.31,0.13,10.89
Campania,2021-10-25,1.19,0.21,10.98
Campania,2021-10-26,1.28,0.12,10.89
Campania,2021-10-27,1.4000000000000001,0.38,11.16
Campania,2021-10-28,1.69,0.74,11.53
Campania,2021-10-29,1.56,0.63,11.42
Campania,2021-10-30,1.48,0.45,11.24
Campania,2021-10-31,1.47,0.05,10.84
Campania,2021-11-01,1.29,0.29,11.09
Campania,2021-11-02,1.03,0.22,11.02
Campania,2021-11-03,1.46,0.21,11.01
Campania,2021-11-04,1.6,0.2,11.0
Campania,2021-11-05,1.59,0.19,10.99
Campania,2021-11-06,0.9500000000000001,0.18,10.98
Campania,2021-11-07,0.66,0.17,10.97
Campania,2021-11-08,0.6,0.16,10.96
Campania,2021-11-09,0.61,0.17,10.97
Campania,2021-11-10,0.66,0.18,10.98
Campania,2021-11-11,0.76,0.27,11.07
Campania,2021-11-12,1.48,0.34,11.14
Campania,2021-11-13,1.52,0.32,11.120000000000001
Campania,2021-11-14,0.8,0.2,11.0
Campania,2021-11-15,0.62,0.14,10.94
Campania,2021-11-16,0.59,0.14,10.94
Campania,2021-11-17,0.5700000000000001,0.15,10.950000000000001
Campania,2021-11-18,1.57,0.17,10.97
Campania,2021-11-19,1.57,0.16,10.96
Campania,2021-11-20,1.59,0.15,10.950000000000001
Campania,2021-11-21,0.52,0.13,10.93
Campania,2021-11-22,0.45,0.1,10.9
Campania,2021-11-23,0.48,0.11,10.91
Campania,2021-11-24,0.53,0.14,10.94
Campania,2021-11-25,1.6,0.19,10.99
Campania,2021-11-26,1.59,0.19,10.99
Campania,2021-11-27,1.61,0.18,10.98
Campania,2021-11-28,0.55,0.15,10.950000000000001
Campania,2021-11-29,0.54,0.14,10.94
Campania,2021-11-30,0.56,0.14,10.94
Campania,2021-12-01,0.58,0.16,10.96
Campania,2021-12-02,0.65,0.25,11.05
Campania,2021-12-03,1.53,0.26,11.06
Campania,2021-12-04,1.07,0.24,11.040000000000001
Campania,2021-12-05,0.63,0.21,11.01
Campania,2021-12-06,0.6,0.07,10.870000000000001
Campania,2021-12-07,0.65,0.09,10.89
Campania,2021-12-08,0.9400000000000001,0.1,10.9
Campania,2021-12-09,1.0,0.11,10.91
Campania,2021-12-10,1.1,0.1,10.9
Campania,2021-12-11,1.56,0.08,10.88
Campania,2021-12-12,1.1,0.08,10.88
Campania,2021-12-13,1.04,0.08,10.88
Campania,2021-12-14,1.08,0.08,10.88
Campania,2021-12-15,1.09,0.06,10.86
Campania,2021-12-16,1.09,0.47000000000000003,11.27
Campania,2021-12-17,1.1300000000000001,0.55,11.35
Campania,2021-12-18,1.2,0.92,11.73
Campania,2021-12-19,1.2,0.91,11.72
Campania,2021-12-20,1.16,0.86,11.67
Campania,2021-12-21,1.16,0.86,11.67
Campania,2021-12-22,1.22,0.88,11.69
Campania,2021-12-23,1.26,1.01,11.82
Campania,2021-12-24,1.8800000000000001,1.09,11.9
Campania,2021-12-25,1.56,1.05,11.86
Campania,2021-12-26,1.54,1.02,11.83
Campania,2021-12-27,1.27,1.0,11.81
Campania,2021-12-28,1.6400000000000001,0.97,11.78
Campania,2021-12-29,1.75,0.9500000000000001,11.76
Campania,2021-12-30,1.73,1.19,12.0
Lazio,2021-01-01,2.0,0.5,5.54
Lazio,2021-01-02,2.0,0.47000000000000003,5.5
Lazio,2021-01-03,2.0,0.49,5.5200000000000005
Lazio,2021-01-04,2.0,0.46,5.48
Lazio,2021-01-05,2.0,0.46,5.48
Lazio,2021-01-06,2.0,0.47000000000000003,5.49
Lazio,2021-01-07,2.0,0.49,5.51
Lazio,2021-01-08,1.99,0.47000000000000003,5.48
Lazio,2021-01-09,1.99,0.49,5.5
Lazio,2021-01-10,1.99,0.48,5.49
Lazio,2021-01-11,0.89,0.16,10.96
Lazio,2021-01-12,0.85,0.11,10.91
Lazio,2021-01-13,0.8,0.08,10.88
Lazio,2021-01-14,0.76,0.05,10.85
Lazio,2021-01-15,0.91,0.03,10.81
Lazio,2021-01-16,1.09,0.08,10.85
Lazio,2021-01-17,1.36,0.0,10.75
Lazio,2021-01-18,1.05,0.01,10.75
Lazio,2021-01-19,0.52,0.02,10.76
Lazio,2021-01-20,0.13,0.02,10.76
Lazio,2021-01-21,1.07,0.02,10.76
Lazio,2021-01-22,1.07,0.02,10.76
Lazio,2021-01-23,1.07,0.02,10.76
Lazio,2021-01-24,1.07,0.02,10.76
Lazio,2021-01-25,0.0,0.0,10.76
Lazio,2021-01-26,0.0,0.02,10.8
