,date,infected,administrative_area_level_1
116606,2021-07-28,403.0,Germany
116607,2021-07-29,403.0,Germany
116608,2021-07-30,403.0,Germany
116609,2021-07-31,403.0,Germany
116610,2021-08-01,403.0,Germany
116611,2021-08-02,403.0,Germany
116612,2021-08-03,403.0,Germany
116613,2021-08-04,403.0,Germany
116614,2021-08-05,403.0,Germany
116615,2021-08-06,403.0,Germany
116616,2021-08-07,403.0,Germany
116617,2021-08-08,403.0,Germany
116618,2021-08-09,403.0,Germany
116619,2021-08-10,403.0,Germany
116620,2021-08-11,403.0,Germany
116621,2021-08-12,403.0,Germany
116622,2021-08-13,403.0,Germany
116623,2021-08-14,403.0,Germany
116624,2021-08-15,403.0,Germany
116625,2021-08-16,403.0,Germany
116626,2021-08-17,403.0,Germany
116627,2021-08-18,403.0,Germany
116628,2021-08-19,403.0,Germany
116629,2021-08-20,403.0,Germany
116630,2021-08-21,403.0,Germany
116631,2021-08-22,403.0,Germany
116632,2021-08-23,403.0,Germany
116633,2021-08-24,403.0,Germany
116634,2021-08-25,404.0,Germany
116635,2021-08-26,404.0,Germany
116636,2021-08-27,404.0,Germany
116637,2021-08-28,404.0,Germany
116638,2021-08-29,404.0,Germany
116639,2021-08-30,404.0,Germany
116640,2021-08-31,404.0,Germany
116641,2021-09-01,404.0,Germany
116642,2021-09-02,404.0,Germany
116643,2021-09-03,404.0,Germany
116644,2021-09-04,404.0,Germany
116645,2021-09-05,404.0,Germany
116646,2021-09-06,404.0,Germany
116647,2021-09-07,404.0,Germany
116648,2021-09-08,404.0,Germany
116649,2021-09-09,404.0,Germany
116650,2021-09-10,404.0,Germany
116651,2021-09-11,404.0,Germany
116652,2021-09-12,404.0,Germany
116653,2021-09-13,404.0,Germany
116654,2021-09-14,404.0,Germany
116655,2021-09-15,404.0,Germany
116656,2021-09-16,405.0,Germany
116657,2021-09-17,405.0,Germany
116658,2021-09-18,405.0,Germany
116659,2021-09-19,405.0,Germany
116660,2021-09-20,405.0,Germany
116661,2021-09-21,405.0,Germany
116662,2021-09-22,405.0,Germany
116663,2021-09-23,405.0,Germany
116664,2021-09-24,405.0,Germany
116665,2021-09-25,405.0,Germany
116666,2021-09-26,405.0,Germany
116667,2021-09-27,405.0,Germany
116668,2021-09-28,406.0,Germany
116669,2021-09-29,406.0,Germany
116670,2021-09-30,406.0,Germany
116671,2021-10-01,408.0,Germany
116672,2021-10-02,408.0,Germany
116673,2021-10-03,408.0,Germany
116674,2021-10-04,409.0,Germany
116675,2021-10-05,409.0,Germany
116676,2021-10-06,409.0,Germany
116677,2021-10-07,409.0,Germany
116678,2021-10-08,409.0,Germany
116679,2021-10-09,409.0,Germany
116680,2021-10-10,409.0,Germany
116681,2021-10-11,409.0,Germany
116682,2021-10-12,410.0,Germany
116683,2021-10-13,411.0,Germany
116684,2021-10-14,411.0,Germany
116685,2021-10-15,411.0,Germany
116686,2021-10-16,411.0,Germany
116687,2021-10-17,411.0,Germany
116688,2021-10-18,412.0,Germany
116689,2021-10-19,412.0,Germany
116690,2021-10-20,414.0,Germany
116691,2021-10-21,415.0,Germany
116692,2021-10-22,418.0,Germany
116693,2021-10-23,419.0,Germany
116694,2021-10-24,420.0,Germany
116695,2021-10-25,420.0,Germany
116696,2021-10-26,422.0,Germany
116697,2021-10-27,424.0,Germany
116698,2021-10-28,425.0,Germany
116699,2021-10-29,426.0,Germany
116700,2021-10-30,427.0,Germany
116701,2021-10-31,428.0,Germany
116702,2021-11-01,430.0,Germany
116703,2021-11-02,436.0,Germany
116704,2021-11-03,440.0,Germany
116705,2021-11-04,443.0,Germany
116706,2021-11-05,445.0,Germany
116707,2021-11-06,449.0,Germany
116708,2021-11-07,450.0,Germany
116709,2021-11-08,453.0,Germany
116710,2021-11-09,460.0,Germany
116711,2021-11-10,465.0,Germany
116712,2021-11-11,477.0,Germany
